filename	text	duration	sampling_rate	speaker
khm_0308_3932055739.wav	នៅ ស្តុប ទេព ផន បាក់ ដើម ក្ងោក ចំនួន ពីរ ដើម	4.011	48000	0308
khm_0308_3951045104.wav	លំផាត់ លំផាត់ ហ្នឹង ដូច ធ្លាប់ ឮ តែ មិន ដឹង នៅ ណា	4.181	48000	0308
khm_0308_4007043200.wav	ផ្ទុះសេ ខ្សែ ភ្លើង នៅ កុដិ ចៅអធិការ វត្ត សារាវន្ត	4.181	48000	0308
khm_0308_4076150523.wav	និស្សិត ទំនើង សាលា ន័រតុន ជិះ ម៉ូតូ បុក នគរបាល ចរាចរ របួស ជើង នៅ ស្តុប ផ្សារ ដីហុយ	7.253	48000	0308
khm_0308_4098931395.wav	សាកល វិទ្យាល័យ បញ្ញា ជាតិ លុប ចោល គម្រោង រៀបចំ ទិវា សិទ្ធិ នាទី អន្តរជាតិ	6.059	48000	0308
khm_0308_4100714932.wav	ពលរដ្ឋ ឫស្សីកែវ ខឹង នឹង ក្រុមហ៊ុន	3.157	48000	0308
khm_0308_4108805941.wav	ពលរដ្ឋ ខេត្ត កំពង់ស្ពឺ សម្រុក ដាំ ដើម ម្រុំ	3.925	48000	0308
khm_0308_4180620092.wav	សម្រាប់ និស្សិត រូល និង និស្សិត ដែល ទើប បញ្ចប់ ការ សិក្សា ថ្មី ថ្មី	4.779	48000	0308
khm_0308_4294439534.wav	រង្វង់មូល ច្រក ទ្វារ អន្តរជាតិ ប៉ោយប៉ែត តាំង លំអ ដោយ សំរាម គ្មាន សណ្ដាប់ធ្នាប់	6.741	48000	0308
khm_0877_0031761215.wav	ចុងឃ្នាស នៅ ជាប់ នឹង បឹង ទន្លេ សាប ក្នុង ប្រទេស កម្ពុជា	5.717	48000	0877
khm_0877_0162568467.wav	សាកល វិទ្យាល័យ បញ្ញាសាស្ដ្រ ធ្វើ បុណ្យ កតញ្ញូ ចំពោះ អ្នក មាន គុណ	7.68	48000	0877
khm_0877_0163875158.wav	ល្បែង កន្ទុយ លេខ កំពុង រីក ដូច ផ្សិត នៅ ក្រុង ខេមរភូមិន្ទ	5.888	48000	0877
khm_0877_0172384750.wav	តើ ភ្នំដា នៅ ខេត្ត ណា	3.584	48000	0877
khm_0877_0217032673.wav	ដើម្បី ស្វែងរក ការ គាំទ្រ ពី ប្រជា ពលរដ្ឋ នៅ តាម មូលដ្ឋាន ភូមិ ឃុំ របស់ ស្រុក បាធាយ	7.509	48000	0877
khm_0877_0227618637.wav	ភ្នំ តាម៉ៅ មាន កាំ ជណ្ដើរ ប៉ុន្មាន	4.437	48000	0877
khm_0877_0270274151.wav	នៅ សួន ច្បារ ទល់ មុខ សណ្ឋាគារ កាំបូឌីយ៉ាណា ក្រុង ភ្នំពេញ	5.632	48000	0877
khm_0877_0435354763.wav	យុវជន ផ្សេង ទៀត កំពុង លេង បាល់ទាត់ នៅ ក្បែរ ផ្ទះ របស់ ខ្លួន នៅ ភូមិ ជ្រោយ បាសាក់ សង្កាត់ ព្រែកប្រា ខេត្ត ច្បារអំពៅ	9.813	48000	0877
khm_0877_0491391921.wav	ពលរដ្ឋ ខ្មែរ ខេត្ត កំពង់ធំ នេសាទ ឈ្លើង លក់	4.949	48000	0877
khm_0877_0512987754.wav	គម្រោង នេះ នឹង អាច ចាប់ផ្តើម ជា ផ្លូវការ នៅ ពាក់កណ្ដាល ឆ្នាំ ពីរ ពាន់ ដប់ ប្រាំ	6.827	48000	0877
khm_0877_0514543577.wav	សាលា ក្រុង នឹង បិទ ផ្លូវ មួយចំនួន ក្បែរ ព្រះ បរមរាជវាំង បណ្ដោះអាសន្ន	6.144	48000	0877
khm_0877_0587890502.wav	ពពក វិល លើ ភ្នំ បូកគោ	4.011	48000	0877
khm_0877_0621524282.wav	ភ្នំ ស្រី ភ្នំ ប្រុស ជា រមណីយដ្ឋាន វប្បធម៌ ប្រវត្តិសាស្ត្រ	5.291	48000	0877
khm_0877_0693823517.wav	កង កម្លាំង រាជ អាវុធហត្ថ ខណ្ឌ ចំការមន ឃាត់ ខ្លួន ជន សង្ស័យ ពីរ នាក់ ជិះ ម៉ូតូ អត់ ស្លាក លេខ	8.704	48000	0877
khm_0877_0872623068.wav	មន្ត្រី អគ្គិសនី កម្ពុជា បាន ចាប់ផ្តើម ចុះ ត បណ្ដាញ អគ្គិសនី និង ដំឡើង កុងទ័រ ជូន កម្មករ កម្មការិនី នៅ ក្រុង ភ្នំពេញ	11.776	48000	0877
khm_0877_1009294136.wav	ជប៉ុន ធ្វើ គម្រោង ទេសចរណ៍ ប្លែក ប្លែក លើ ផ្ទៃ ដី ប្រាំពីរ រយ ហិកតា នៅ ឧទ្យាន គិរីរម្យ	8.619	48000	0877
khm_0877_1019126241.wav	ភ្លៀង មួយ មេ ព្រឹក មិញ អាជីវករ ផ្សារ អូឡាំពិក អង្គុយ បក់ រុយ ព្រោះ ទឹក លិច ពេញ ក្នុង ផ្សារ	7.68	48000	0877
khm_0877_1153487542.wav	វិហារ ឥស្លាម នៅ ខាង ត្បូង គល់ ស្ពាន ព្រែក តាមាក់ ត្រើយ ខាង លិច	5.717	48000	0877
khm_0877_1299917338.wav	ជំនន់ ទឹក ស្ទឹងសែន បាន ពន្លិច ភូមិ ស្រុក ស្ទើរ តែ ទាំង អស់	5.973	48000	0877
khm_0877_1309213422.wav	ទៅ កំពង់ចាម កាត់ តាម ស្ពាន ព្រែកក្ដាម ក៏ បាន ដែរ	5.12	48000	0877
khm_0877_1324429108.wav	ផ្ទះ ដែល ទើប នឹង ទិញ នៅ ក្នុង បុរី ប៉េងហួត នោះ មាន តម្លៃ ជាង ដប់ ម៉ឺន ដុល្លារ	7.253	48000	0877
khm_0877_1352099982.wav	បេន ឡាន មុខ រ៉ា រថភ្លើង ក្បែរ អគារ កាណាឌីយ៉ា	4.949	48000	0877
khm_0877_1384285609.wav	រង្វង់មូល កាំកូ អង់តែន ទួលគក	4.779	48000	0877
khm_0877_1541265349.wav	ចំការ ស្នេហ៍ បាន បើក ដំណើរការ ឱ្យ ភ្ញៀវ ជាតិ អន្តរជាតិ ចូល លំហែ កំសាន្ត កាលពី ខែ កញ្ញា ឆ្នាំ ពីរ ពាន់ ដប់ បី	11.008	48000	0877
khm_0877_1778151076.wav	ច្រក ព្រំ ដែន អូស្មាច់ បាន បើក ឡើង វិញ	6.229	48000	0877
khm_0877_1802697207.wav	តោះ ទៅ មើល ថ្ងៃ លិច នៅ ភ្នំបាខែង	3.925	48000	0877
khm_0877_1824826716.wav	បង្គោល ភ្លើង ជុំវិញ ផ្សារ សិរីសោភ័ណ ជា សំបុក ពីងពាង	6.144	48000	0877
khm_0877_1934850371.wav	នាយ ទុយ យំ ពី ទូត អាមេរិក រហូត ដល់ ផ្ទះ	4.949	48000	0877
khm_0877_2004293336.wav	ខ្ញុំ ទៅ ភ្នំពេញថ្មី តាម ផ្លូវ ហាណូយ	4.096	48000	0877
khm_0877_2024325069.wav	ផ្លូវ ជាតិ លេខ ប្រាំមួយ ពី ខេត្ត កំពង់ចាម ទៅ ខេត្ត សៀមរាប	5.461	48000	0877
khm_0877_2066898729.wav	ជន វិកល ចរឹត វាយ ជន ជាតិ ថៃ ម្នាក់ ស្លាប់ នៅ ក្រុង ខេមរភូមិន្ទ	6.144	48000	0877
khm_0877_2080133158.wav	ផលិតផល ម្រេច កំពត ឆ្នាំ ពីរ ពាន់ ដប់ ប្រាំ សម្រេច បាន ហុក សិប តោន	6.4	48000	0877
khm_0877_2151980558.wav	ផ្ទះ ជន ជាតិ ភាគ តិច នៅ បឹង យក្សឡោម	4.352	48000	0877
khm_0877_2268482471.wav	ជិះ ស៊ីក្លូ ទៅ ផ្សារ ថ្មី	3.413	48000	0877
khm_0877_2307469440.wav	សណ្ឋាគារ កាបូឌីយ៉ាណា គឺ ជា សណ្ឋាគារ ដ៏ ចំណាស់ ល្បីល្បាញ មួយ របស់ ប្រទេស កម្ពុជា	7.509	48000	0877
khm_0877_2313764479.wav	នគរ កម្ពុជា ឬ នគរ ចេនឡា ជា ទឹកដី ដែល ស្ថិត នៅ ខាង ជើង ល្បាក់ខោន	7.253	48000	0877
khm_0877_2374515713.wav	នៅ មុខ ផ្សារ អ្នកលឿង ត្រើយ ខាង កើត ចំនួន ពីរ កន្លែង ជាប់ ផ្លូវ ជាតិ លេខ មួយ	6.571	48000	0877
khm_0877_2407591070.wav	ដែន ជំរក សត្វ ព្រៃ ភ្នំ ឱរ៉ាល់ នៅ កំពង់ស្ពឺ	5.291	48000	0877
khm_0877_2426696084.wav	ពេល ល្ងាច ទៅ ដើរ លេង នៅ ផាប់ ស្ទ្រីត	5.888	48000	0877
khm_0877_2458175148.wav	ជន ជាតិ វៀតណាម ដែល រស់នៅ លើ ផ្ទះ បណ្ដែត ទឹក ជា ច្រើន ខ្នង ជាប់ កំពង់ ចម្លង អរិយក្សត្រ	7.68	48000	0877
khm_0877_2485368840.wav	ផ្លូវ ជាតិ លេខ ប្រាំពីរ ភូមិ ពោធិរោង លិច ឃុំ កោងកាង ស្រុក ពញ្ញា ក្រែក	6.229	48000	0877
khm_0877_2492442447.wav	សមត្ថកិច្ច ដេញ ចោរ រត់ មក ដល់ ផ្សារ ហេង លី	4.779	48000	0877
khm_0877_2532869639.wav	នៅ ក្នុង មជ្ឈមណ្ឌល គៀនឃ្លាំង	4.011	48000	0877
khm_0877_2533047819.wav	ព្រះ មហា ក្សត្រិយ ស៊ីសុវត្ថិ កុសមៈ	4.437	48000	0877
khm_0877_2648993693.wav	រូប ចម្លាក់ ហនុមាន ត្រូវ បាន លួច ពី ប្រាសាទ កោះកេរ ក្នុង ខេត្ត ព្រះវិហារ	7.168	48000	0877
khm_0877_2683639365.wav	អភិបាល ស្រុក មេសាង បាន ប្រាប់ កម្ពុជា ថ្មី ឱ្យ ដឹង ថា	5.376	48000	0877
khm_0877_2762025636.wav	រថយន្ត ពីរ គ្រឿង បុក គ្នា ពេញ ទំហឹង នៅ លើ ស្ពាន ជ្រោយចង្វា	5.803	48000	0877
khm_0877_2775545249.wav	ប្រាសាទ បាយ័ន ស្នាម ញញឹម អមតៈ	4.693	48000	0877
khm_0877_2838394077.wav	ប្រាសាទ អង្គរ វត្ត កសាង ឡើង នៅ សតវត្ស ទី ដប់ ពីរ	5.717	48000	0877
khm_0877_2880000612.wav	លោក យាយ មាន ទី លំនៅ ក្នុង ភូមិ ជើង ឡង ក្រុង សួង	5.205	48000	0877
khm_0877_2946427372.wav	តោះ ទៅ ជប់លៀង នៅ ព្រែកលៀប	3.669	48000	0877
khm_0877_2970152139.wav	ទូត អាមេរិក បន្ត អំពាវនាវ ឱ្យ មាន ការ ស្ងប់ស្ងាត់	5.035	48000	0877
khm_0877_3018247941.wav	កំពង់ធំ គឺ ជា ខេត្ត មួយ ដែល ស្ថិត នៅ ចំ កណ្ដាល ប្រទេស កម្ពុជា	6.571	48000	0877
khm_0877_3141299004.wav	រថយន្ត កូរ៉េ បុក រថយន្ត កាមរី ចំ ពាក់កណ្ដាល ស្តុប បូកគោ	5.632	48000	0877
khm_0877_3153158189.wav	បឹង យក្សឡោម កើត ឡើង ដោយសារ បន្ទុះ ភ្នំភ្លើង	5.12	48000	0877
khm_0877_3197301397.wav	ព្រះ មហា ក្សត្រិយ ស៊ីសុវត្ថិ កុសមៈ	4.437	48000	0877
khm_0877_3383266390.wav	សាលា រាជធានី ភ្នំពេញ គ្រោង ស្តារ អាង ស្ដុក ទឹក បឹងត្របែក ខាង ត្បូង និង ខាង ជើង	7.765	48000	0877
khm_0877_3450893542.wav	សមត្ថកិច្ច ចម្រុះ ឆែកឆេរ ខុនដូ នៅ បឹងត្របែក សង្ស័យ ពាក់ព័ន្ធ បទ ល្មើស គ្រឿង ញៀន	7.851	48000	0877
khm_0877_3497663523.wav	នៅ លើ ស្ពាន ក្បាល ថ្នល់ មាន មនុស្ស ម្នាក់ ស្លាប់	4.864	48000	0877
khm_0877_3498803019.wav	តើ ប្រាសាទ បន្ទាយស្រី មាន អ្វី ពិសេស ទៅ	4.608	48000	0877
khm_0877_3515380869.wav	ស្ពាន ឫស្សី នៅ កោះប៉ែន មាន សសរ ច្រើន ជាង គេ	5.888	48000	0877
khm_0877_3533120668.wav	ប្រាសាទ ព្រះវិហារ ចូល ជា បេតិកភ័ណ្ឌ ពិភព លោក នៅ ឆ្នាំ ពីរ ពាន់ ប្រាំបី	6.741	48000	0877
khm_0877_3565240558.wav	ព្រឹក ថ្ងៃ នេះ ទឹក ភ្លៀង ហូរ លិច ក្រុង កំពត ហើយ	4.693	48000	0877
khm_0877_3613200885.wav	សាកល វិទ្យាល័យ បញ្ញា ជាតិ លុប ចោល គម្រោង រៀបចំ ទិវា សិទ្ធិ នារី អន្តរជាតិ	7.595	48000	0877
khm_0877_3629809050.wav	ស្ពាន ឆ្លងកាត់ ទន្លេ បាសាក់ ក្រុង តាខ្មៅ ស្ថាបនា បាន ជាង ចិត សិប ភាគរយ ហើយ	7.851	48000	0877
khm_0877_3671377766.wav	សមត្ថកិច្ច ខេត្ត ត្បូងឃ្មុំ ចុះ បង្ក្រាប ទីតាំង ស្តុក ឈើ គ្រញូង មួយ កន្លែង	7.168	48000	0877
khm_0877_3745537279.wav	កម្ពុជា រៀបចំ បុណ្យ សមុទ្រ នៅ ខេត្ត កែប	5.291	48000	0877
khm_0877_3816197974.wav	ទូត អាមេរិក បន្ត អំពាវនាវ ឱ្យ មាន ការ ស្ងៀមស្ងាត់	5.803	48000	0877
khm_0877_3868762197.wav	វិនិយោគិន កូរ៉េ បាន បង្អាក់ ការ សាងសង់ គម្រោង កាំកូ ស៊ីធី	6.229	48000	0877
khm_0877_3871695729.wav	មនុស្ស ស្លាប់ ម្នាក់ នៅ ក្លិប កម្សាន្ត មួយ ក្នុង សង្កាត់ បឹងសាឡាង	5.632	48000	0877
khm_0877_3882523310.wav	ភ្ញៀវ ជិះ រ៉ឺម៉ក កង់ បី ទៅ លេង ភ្នំ សំពៅ	4.779	48000	0877
khm_0877_3920964886.wav	អភិបាល ស្រុក បាន ជួបជុំ ប្រជា ពលរដ្ឋ នៅ សាលា ស្រុក ព្រៃឈរ	6.827	48000	0877
khm_0877_4057608484.wav	ពលរដ្ឋ ខ្មែរ ឡើង ភ្នំ ដងរែក កាប់ ឈើ គ្រញូង	4.949	48000	0877
khm_0877_4158321518.wav	ចត នៅ លើ ចិញ្ចើម ផ្លូវ ជាតិ លេខ ប្រាំពីរ	4.352	48000	0877
khm_0877_4188015841.wav	នៅ តាម បណ្ដោយ ផ្លូវ ជាតិ លេខ បួន ក្នុង ខណ្ឌ ដង្កោរ រាជធានី ភ្នំពេញ	6.144	48000	0877
khm_0877_4201095058.wav	ដូច្នេះ ខ្ញុំ ត្រូវ ជិះ ទាំង បែក កង់ ពី ជម្ពូវ័ន រហូត ដល់ ផ្សារ ហេង លី	6.827	48000	0877
khm_0877_4223828546.wav	ភ្ញៀវ ទេសចរ ជាតិ និង អន្ដរជាតិ អញ្ជើញ មក លំហែ កាយ នៅ រមណីយដ្ឋាន អេកូ ទេសចរ ធម្មជាតិ កោះ ទន្សាយ នេះ មិន ចេះ ជិនណាយ សោះ ឡើយ	10.947	48000	0877
khm_0995_0006117915.wav	បុប្ផា ខ្មៅ ជា សៀវភៅ កំណាព្យ របស់ លោក គយ សារុន	6.827	48000	0995
khm_0995_0033904072.wav	ឪពុកម្ដាយ ខ្ញុំ មិន ចូលចិត្ត ទៅ អង់ដូរ៉ា ទេ	5.547	48000	0995
khm_0995_0096151689.wav	ភោជនីយដ្ឋាន ង៉ន បម្រើ ម្ហូបអាហារ ខ្មែរ និង វៀតណាម	5.291	48000	0995
khm_0995_0102576285.wav	ឌុច សោភា បាន រៀបការ រួច ហើយ និង មាន កូន មួយ ថែម ទៀត	8.704	48000	0995
